grupo,serie,ann_ret,ann_vol,sharpe,sortino,mdd,calmar,n
SELIC_Média(6–10%),retEW097_12a_cap15_c10,0.013378752418403694,0.12604863806789207,-0.4061106599196353,0.16500230570747082,-0.2574359422435688,0.051969248356725596,1026
SELIC_Média(6–10%),ret_gjr_norm_12a_cap1_c10,0.010106768594733806,0.12594177118951436,-0.43223911324606334,0.124432835477905,-0.2583297773175325,0.03912351374929116,1026
SELIC_Média(6–10%),ret_gjr_norm_12a_cap15_c10,0.010106768594733806,0.12594177118951436,-0.43223911324606334,0.124432835477905,-0.2583297773175325,0.03912351374929116,1026
SELIC_Média(6–10%),ret_egarch_std_12a_cap1_c10,0.009859585656116776,0.12325043913261312,-0.44638503997561896,0.12450658124729588,-0.25618797340295396,0.038485747496853774,1026
SELIC_Média(6–10%),ret_egarch_std_12a_cap15_c10,0.009859585656116776,0.12325043913261312,-0.44638503997561896,0.12450658124729588,-0.25618797340295396,0.038485747496853774,1026
SELIC_Média(6–10%),ret_egarch_norm_12a_cap1_c10,0.009644193264362055,0.12057322310435027,-0.46074707050387353,0.12330889521989229,-0.2443709331103069,0.03946538625364561,1026
SELIC_Média(6–10%),ret_egarch_norm_12a_cap15_c10,0.009644193264362055,0.12057322310435027,-0.46074707050387353,0.12330889521989229,-0.2443709331103069,0.03946538625364561,1026
SELIC_Média(6–10%),retEW094_12a_cap1_c10,0.009590174403118379,0.11772010388598067,-0.47525649888585386,0.12636413272197508,-0.2410646669331613,0.039782580023547766,1026
SELIC_Média(6–10%),ret_12a_cap1_c10,0.009590174403118379,0.11772010388598067,-0.47525649888585386,0.12636413272197508,-0.2410646669331613,0.039782580023547766,1026
SELIC_Média(6–10%),retEW094_12a_cap15_c10,0.009590174403118379,0.11772010388598067,-0.47525649888585386,0.12636413272197508,-0.2410646669331613,0.039782580023547766,1026
SELIC_Média(6–10%),ret_12a_cap15_c10,0.009590174403118379,0.11772010388598067,-0.47525649888585386,0.12636413272197508,-0.2410646669331613,0.039782580023547766,1026
SELIC_Média(6–10%),retEW097_10a_cap1_c10,0.012251915109530165,0.1050405317232434,-0.5210029255800271,0.18132580789435548,-0.21851476741935816,0.056069048578383504,1026
SELIC_Média(6–10%),retEW097_10a_cap15_c10,0.012251915109530165,0.1050405317232434,-0.5210029255800271,0.18132580789435548,-0.21851476741935816,0.056069048578383504,1026
SELIC_Média(6–10%),ret_gjr_norm_10a_cap1_c10,0.00952584481015073,0.10495147599126196,-0.5472307855560868,0.1407367194298478,-0.21930091105987137,0.04343732437823789,1026
SELIC_Média(6–10%),ret_gjr_norm_10a_cap15_c10,0.00952584481015073,0.10495147599126196,-0.5472307855560868,0.1407367194298478,-0.21930091105987137,0.04343732437823789,1026
SELIC_Média(6–10%),ret_egarch_std_10a_cap1_c10,0.009272820181638108,0.10270869927717761,-0.5638864855565782,0.14051630722884598,-0.217474805138703,0.04263859519599987,1026
SELIC_Média(6–10%),ret_egarch_std_10a_cap15_c10,0.009272820181638108,0.10270869927717761,-0.5638864855565782,0.14051630722884598,-0.217474805138703,0.04263859519599987,1026
SELIC_Média(6–10%),ret_egarch_norm_10a_cap1_c10,0.00904811255086968,0.10047768592029191,-0.5808520918281456,0.13882501918693563,-0.20716917830925086,0.04367499366804048,1026
SELIC_Média(6–10%),ret_egarch_norm_10a_cap15_c10,0.00904811255086968,0.10047768592029191,-0.5808520918281456,0.13882501918693563,-0.20716917830925086,0.04367499366804048,1026
SELIC_Média(6–10%),retEW094_10a_cap1_c10,0.008955312661252934,0.09810008657165056,-0.598270404539385,0.14159871595144935,-0.2043348759131366,0.04382664790449119,1026
SELIC_Média(6–10%),ret_10a_cap1_c10,0.008955312661252934,0.09810008657165056,-0.598270404539385,0.14159871595144935,-0.2043348759131366,0.04382664790449119,1026
SELIC_Média(6–10%),retEW094_10a_cap15_c10,0.008955312661252934,0.09810008657165056,-0.598270404539385,0.14159871595144935,-0.2043348759131366,0.04382664790449119,1026
SELIC_Média(6–10%),ret_10a_cap15_c10,0.008955312661252934,0.09810008657165056,-0.598270404539385,0.14159871595144935,-0.2043348759131366,0.04382664790449119,1026
